Part type,Part name,Rank,CA Mirror,Data mask,Row width,Column width,Bank width,CS width,CKE width,ODT width,CK width,Memory speed grade,Memory density,Component density,Memory device width,Memory component width,Data bits per strobe,IO Voltages,Data widths,Min period,Max period,tCKE,tFAW,tMRD,tRAS,tRCD,tREFI,tRFC,tRP,tRRD,tRTP,tWR,tWTR,tXPR,tZQCS,tZQINIT,cas latency,cas write latency,burst length
SODIMMs,CUSTOM_MT18KSF1G72HZ-1G6,2,0,1,16,10,3,2,2,2,2,1G6,8GB,4Gb,72,8,8,1.5V,72,1250,3300,5000 ps,30000 ps,4 tck,35000 ps,13750 ps,3900000 ps,260000 ps,13750 ps,6250 ps,7500 ps,15000 ps,7500 ps,270 ns,80 ns,640 ns,11,8,8
